,HR:TT03:TEMPERATURE_OUTSIDE,HR:TT06:TEMPERATURE_LAB_INTAKE,HR:TT01:TEMPERATURE_OUTSIDE_INTAKE,DC01:DAMPER_OUTSIDE_INTAKE,DC02:DAMPER_CROSS,DC03:DAMPER_LAB_INTAKE
2021-10-10 12:26:01.577000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:26:35.620000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:27:09.667000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:27:43.723000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:28:17.763000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:28:51.798000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:29:25.831000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:29:59.871000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:30:33.918000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:31:07.953000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:31:42.021000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:32:16.078000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:32:50.134000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:33:24.170000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:33:58.212000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:34:32.250000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:35:06.306000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:35:40.367000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:36:14.413000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:36:48.472000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:37:22.493000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:37:56.548000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:38:30.581000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:39:04.640000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:39:38.680000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:40:12.726000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:40:46.804000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:41:20.844000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:41:54.879000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:42:28.923000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:43:02.948000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:43:37.002000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:44:11.021000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:44:45.073000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:45:19.118000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:45:53.174000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:46:27.219000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:47:01.267000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:47:35.310000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:48:09.354000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:48:43.403000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:49:17.448000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:49:51.493000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:50:25.536000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:50:59.581000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:51:33.659000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:52:07.724000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:52:41.766000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:53:15.810000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:53:49.866000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:54:23.911000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:54:57.957000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:55:32.024000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:56:06.067000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:56:40.119000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:57:14.156000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:57:48.195000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:58:22.237000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:58:56.286000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 12:59:30.353000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:00:04.393000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:00:38.433000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:01:12.487000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:01:46.522000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:02:20.577000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:02:54.619000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:03:28.658000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:04:02.700000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:04:36.756000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:05:10.800000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:05:44.866000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:06:18.917000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:06:52.985000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:07:27.035000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:08:01.095000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:08:35.128000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:09:09.195000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:09:43.243000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:10:17.313000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:10:51.344000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:11:25.390000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:11:59.441000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:12:33.495000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:13:07.554000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:13:41.611000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:14:15.654000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:14:49.713000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:15:23.751000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:15:57.803000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:16:31.865000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:17:05.913000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:17:39.991000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:18:14.011000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:18:48.057000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:19:22.100000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:19:56.145000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:20:30.197000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:21:04.256000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:21:38.315000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:22:12.368000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:22:46.430000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:23:20.462000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:23:54.501000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:24:28.544000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:25:02.589000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:25:36.646000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:26:10.684000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:26:44.741000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:27:18.778000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:27:52.818000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:28:26.887000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:29:00.941000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:29:34.994000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:30:09.031000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:30:43.073000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:31:17.143000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:31:51.179000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:32:25.217000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:32:59.256000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:33:33.329000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:34:07.358000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:34:41.406000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:35:15.449000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:35:49.501000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:36:23.557000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:36:57.633000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:37:31.679000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:38:05.727000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:38:39.768000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:39:13.818000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:39:47.895000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:40:21.938000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:40:55.995000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:41:30.050000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:42:04.093000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:42:38.129000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:43:12.171000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:43:46.228000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:44:20.308000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:44:54.335000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:45:28.394000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:46:02.439000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:46:36.492000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:47:10.510000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:47:44.564000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:48:18.613000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:48:52.676000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:49:26.733000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:50:00.773000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:50:34.820000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:51:08.867000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:51:42.919000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:52:16.961000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:52:51.010000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:53:25.062000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:53:59.094000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:54:33.139000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:55:07.177000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:55:41.232000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:56:15.272000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:56:49.303000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:57:23.338000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:57:57.380000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:58:31.416000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:59:05.474000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 13:59:39.508000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:00:13.583000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:00:47.618000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:01:21.653000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:01:55.688000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:02:29.731000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:03:03.777000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:03:37.815000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:04:11.847000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:04:45.887000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:05:19.937000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:05:53.998000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:06:28.031000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:07:02.077000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:07:36.131000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:08:10.183000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:08:44.233000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:09:18.296000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:09:52.329000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:10:26.375000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:11:00.418000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:11:34.480000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:12:08.531000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:12:42.582000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:13:16.620000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:13:50.662000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:14:24.696000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:14:58.731000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:15:32.793000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:16:06.843000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:16:40.877000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:17:14.913000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:17:48.960000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:18:22.996000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:18:57.050000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:19:31.090000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:20:05.133000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:20:39.167000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:21:13.201000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:21:47.246000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:22:21.284000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:22:55.335000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:23:29.386000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:24:03.429000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:24:37.478000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:25:11.521000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:25:45.568000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:26:19.618000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:26:53.657000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:27:27.709000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:28:01.749000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:28:35.785000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:29:09.818000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:29:43.903000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:30:17.927000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:30:51.976000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:31:26.033000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:32:00.061000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:32:34.117000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:33:08.188000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:33:42.228000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:34:16.270000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:34:50.318000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:35:24.362000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:35:58.399000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:36:32.449000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:37:06.488000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:37:40.535000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:38:14.583000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:38:48.630000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:39:22.690000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:39:56.725000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:40:30.779000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:41:04.818000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:41:38.916000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
2021-10-10 14:42:12.953000+02:00,17.324219,23.608398,23.671875,10.0,0.0,10.0
