TIME,HR:TT03:TEMPERATURE_OUTSIDE,HR:TT06:TEMPERATURE_LAB_INTAKE,HR:TT01:TEMPERATURE_OUTSIDE_INTAKE,DC01:DAMPER_OUTSIDE_INTAKE,DC02:DAMPER_CROSS,DC03:DAMPER_LAB_INTAKE,HR:TT12:TEMPERATURE_WATERTANK_HEATING_OUT
2021-10-12 15:01:01.821000+02:00,13.134766,22.529297,20.43457,0.0,0.0,0.0,-5.463867
2021-10-12 15:01:35.873000+02:00,12.944336,22.46582,20.498047,0.0,0.0,0.0,-5.463867
2021-10-12 15:02:09.916000+02:00,12.944336,22.529297,20.43457,0.0,0.0,0.0,-5.463867
2021-10-12 15:02:43.960000+02:00,13.0078125,22.46582,20.43457,0.0,0.0,0.0,-5.463867
2021-10-12 15:03:17.994000+02:00,13.0078125,22.529297,20.43457,0.0,0.0,0.0,-5.5273438
2021-10-12 15:03:52.042000+02:00,13.071289,22.529297,20.498047,0.0,0.0,0.0,-5.463867
2021-10-12 15:04:26.071000+02:00,13.198242,22.592773,20.498047,0.0,0.0,0.0,-5.5273438
2021-10-12 15:05:00.115000+02:00,13.198242,22.529297,20.498047,0.0,0.0,0.0,-5.463867
2021-10-12 15:05:34.164000+02:00,13.198242,22.529297,20.498047,0.0,0.0,0.0,-5.463867
2021-10-12 15:06:08.205000+02:00,13.579102,22.592773,20.498047,0.0,0.0,0.0,-5.5273438
2021-10-12 15:06:42.245000+02:00,13.706055,22.529297,20.498047,0.0,0.0,0.0,-5.5273438
2021-10-12 15:07:16.295000+02:00,13.769531,22.529297,20.625,0.0,0.0,0.0,-5.5273438
2021-10-12 15:07:50.333000+02:00,13.706055,22.592773,20.561523,0.0,0.0,0.0,-5.5908203
2021-10-12 15:08:24.365000+02:00,13.579102,22.592773,20.561523,0.0,0.0,0.0,-5.5273438
2021-10-12 15:08:58.403000+02:00,13.515625,22.592773,20.561523,0.0,0.0,0.0,-5.5273438
2021-10-12 15:09:32.439000+02:00,13.325195,22.65625,20.688477,0.0,0.0,0.0,-5.5273438
2021-10-12 15:10:06.477000+02:00,13.261719,22.65625,20.625,0.0,0.0,0.0,-5.5908203
2021-10-12 15:10:40.522000+02:00,13.261719,22.65625,20.625,0.0,0.0,0.0,-5.5273438
2021-10-12 15:11:14.555000+02:00,13.198242,22.529297,20.561523,0.0,0.0,0.0,-5.5273438
2021-10-12 15:11:48.591000+02:00,12.944336,22.65625,20.625,0.0,0.0,0.0,-5.5273438
2021-10-12 15:12:22.623000+02:00,12.817383,22.592773,20.625,0.0,0.0,0.0,-5.463867
2021-10-12 15:12:56.663000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:13:30.698000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:14:04.737000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:14:38.782000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:15:12.813000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:15:46.857000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:16:20.899000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:16:54.952000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:17:28.984000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:18:03.025000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:18:37.056000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:19:11.098000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:19:45.133000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:20:19.166000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:20:53.215000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:21:27.262000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:22:01.283000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:22:35.352000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:23:09.396000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:23:43.438000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:24:17.474000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:24:51.518000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:25:25.561000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:25:59.608000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:26:33.641000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:27:07.678000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:27:41.722000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:28:15.753000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:28:49.792000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:29:23.828000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:29:57.871000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:30:31.908000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:31:05.948000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:31:39.984000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:32:14.014000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:32:48.059000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:33:22.107000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:33:56.143000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:34:30.183000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:35:04.255000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:35:38.288000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:36:12.329000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:36:46.359000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:37:20.396000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:37:54.459000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
2021-10-12 15:38:28.500000+02:00,-18.413086,-20.507812,-20.444336,0.0,0.0,0.0,-20.253906
